X,Y,Color,Radius,A,B,C
6324.52,6212.17,1,1,4129.38887,0.72964,91.929703
6446.46,6298.45,1,1,4129.913729,0.971837,95.85556
6619.65,6347.36,1,1,4130.471459,0.719033,94.785606
6376.73,6283.95,1,1,4130.996376,0.877958,96.110321
6692.16,6356.98,1,1,4131.52135,0.790595,99.026306
6450.16,6110.67,1,1,4132.11197,0.841726,97.851341
6167.49,5997.78,1,1,4132.636877,0.889037,98.816902
6175.69,5825.42,1,1,4133.16176,0.734132,101.290771
6118.86,5569.22,1,1,4133.686649,1,98.469193
5944.51,5416.92,1,1,4134.211558,0.994423,101.189392
6125.96,5432.48,1,1,4134.769164,0.790607,99.993797
6081.59,5461.88,1,1,4135.294044,0.597136,100.454651
6163.94,5474.98,1,1,4135.818961,0.928209,98.963013
6172.47,5449.25,1,1,4136.343861,1,102.008751
6358.37,5532.17,1,1,4137.03279,0.886247,102.475967
6445.82,5617.39,1,1,4137.59043,0.691792,103.483299
6452.37,5675.99,1,1,4138.115298,1,105.642212
6457.61,5657.83,1,1,4138.640221,0.694683,105.382797
6451.43,5626.49,1,1,4139.165074,1,102.621902
6351.16,5748.38,1,1,4139.952436,0.891099,105.036751
5979.37,6286.14,1,1,4140.542991,0.93823,96.56002
5904.58,6641.52,1,1,4141.264751,0.99714,97.968666
6119.6,6355.07,1,1,4142.183371,0.698198,99.534447
6166.99,6034.79,1,1,4142.708252,0.871475,103.96125
6148.06,5594.94,1,1,4143.331529,0.517343,103.8666
6393.79,5581.95,1,1,4143.92208,0.850461,102.079552
6484.38,5515.15,1,1,4144.446906,0.611425,106.367485
6331.57,5650.5,1,1,4144.971872,0.840827,100.756378
6310.05,5951.14,1,1,4145.562387,0.748117,104.556351
6237.21,5888.01,1,1,4146.120158,0.900638,101.457275
6154.16,4499.34,1,1,4146.74348,0.506823,89.519287
6031.59,5754.38,1,1,4147.629251,0.648467,97.862556
5903.35,6838.41,1,1,4148.285293,0.538127,105.197067
5992.12,7137.16,1,1,4148.810183,0.669302,106.986893
6154.84,7032.56,1,1,4149.367912,0.654289,104.460876
6367.58,5941.5,1,1,4149.958391,0.538181,96.158089
5507.32,5408.27,1,1,4150.680135,0.809334,101.535461
6137.16,5864.66,1,1,4151.270711,1,97.367142
6012.82,5796.79,1,1,4151.795601,1,99.503059
6411.68,5978.83,1,1,4152.386083,1,98.186844
6332.75,5973.03,1,1,4152.910999,1,100.194588
6336.65,6099.83,1,1,4153.665544,0.515953,112.594086
6352.19,5892.41,1,1,4154.190423,0.791313,102.962639
6387.84,5898.06,1,1,4154.715347,1,105.85704
